Entry,Date,Location,Observer,Time start,Species,Fork length,Group size,Fish_ID,Minute,Substrate,Food_specific,Food_category,Bites
1648,2013-06-19,Molasses ,Tom Adam,11:12:00,Scarus taeniopterus,24,1,Sc_taeniopterus_M1,11,Boulder,Turf,Turf,12
1649,2013-06-19,Molasses ,Tom Adam,11:12:00,Scarus taeniopterus,24,1,Sc_taeniopterus_M1,11,Boulder,Turf,Turf,9
1650,2013-06-19,Molasses ,Tom Adam,11:12:00,Scarus taeniopterus,24,1,Sc_taeniopterus_M1,12,Boulder,Turf,Turf,13
1651,2013-06-19,Molasses ,Tom Adam,11:12:00,Scarus taeniopterus,24,1,Sc_taeniopterus_M1,12,Boulder,Turf,Turf,11
1652,2013-06-19,Molasses ,Tom Adam,11:12:00,Scarus taeniopterus,24,1,Sc_taeniopterus_M1,12,Boulder,Turf,Turf,2
1653,2013-06-19,Molasses ,Tom Adam,11:12:00,Scarus taeniopterus,24,1,Sc_taeniopterus_M1,12,Boulder,Turf,Turf,5
1654,2013-06-19,Molasses ,Tom Adam,11:12:00,Scarus taeniopterus,24,1,Sc_taeniopterus_M1,12,Rubble,Turf,Turf,1
1655,2013-06-19,Molasses ,Tom Adam,11:12:00,Scarus taeniopterus,24,1,Sc_taeniopterus_M1,13,Boulder,Turf,Turf,13
1656,2013-06-19,Molasses ,Tom Adam,11:12:00,Scarus taeniopterus,24,1,Sc_taeniopterus_M1,13,Boulder,Turf,Turf,2
1657,2013-06-19,Molasses ,Tom Adam,11:12:00,Scarus taeniopterus,24,1,Sc_taeniopterus_M1,13,Boulder,Turf,Turf,29
1658,2013-06-19,Molasses ,Tom Adam,11:12:00,Scarus taeniopterus,24,1,Sc_taeniopterus_M1,13,Unknown,Orange_sponge,Sponge,12
1659,2013-06-19,Molasses ,Tom Adam,11:12:00,Scarus taeniopterus,24,1,Sc_taeniopterus_M1,14,Pavement,CCA,CCA,1
1660,2013-06-19,Molasses ,Tom Adam,11:12:00,Scarus taeniopterus,24,1,Sc_taeniopterus_M1,14,Dead_coral,Turf,Turf,20
1661,2013-06-19,Molasses ,Tom Adam,11:12:00,Scarus taeniopterus,24,1,Sc_taeniopterus_M1,14,Dead_coral,Turf,Turf,7
1662,2013-06-19,Molasses ,Tom Adam,11:12:00,Scarus taeniopterus,24,1,Sc_taeniopterus_M1,14,Dead_coral,Turf,Turf,4
1663,2013-06-19,Molasses ,Tom Adam,11:12:00,Scarus taeniopterus,24,1,Sc_taeniopterus_M1,14,Unknown,Brown_sponge,Sponge,1
1664,2013-06-19,Molasses ,Tom Adam,11:12:00,Scarus taeniopterus,24,1,Sc_taeniopterus_M1,14,Unknown,Brown_sponge,Sponge,3
1665,2013-06-19,Molasses ,Tom Adam,11:12:00,Scarus taeniopterus,24,1,Sc_taeniopterus_M1,14,Unknown,Orange_sponge,Sponge,4
1666,2013-06-19,Molasses ,Tom Adam,11:12:00,Scarus taeniopterus,24,1,Sc_taeniopterus_M1,15,Rubble,Turf,Turf,16
1667,2013-06-19,Molasses ,Tom Adam,11:12:00,Scarus taeniopterus,24,1,Sc_taeniopterus_M1,16,Boulder,Turf,Turf,13
1668,2013-06-19,Molasses ,Tom Adam,11:12:00,Scarus taeniopterus,24,1,Sc_taeniopterus_M1,16,Rubble,Turf,Turf,3
1669,2013-06-19,Molasses ,Tom Adam,11:12:00,Scarus taeniopterus,24,1,Sc_taeniopterus_M1,16,Rubble,Turf,Turf,2
1670,2013-06-19,Molasses ,Tom Adam,11:12:00,Scarus taeniopterus,24,1,Sc_taeniopterus_M1,16,Rubble,Turf,Turf,10
1671,2013-06-19,Molasses ,Tom Adam,11:12:00,Scarus taeniopterus,24,1,Sc_taeniopterus_M1,17,Boulder,Turf,Turf,4
1672,2013-06-19,Molasses ,Tom Adam,11:12:00,Scarus taeniopterus,24,1,Sc_taeniopterus_M1,17,Boulder,CCA,CCA,2
1673,2013-06-19,Molasses ,Tom Adam,11:12:00,Scarus taeniopterus,24,1,Sc_taeniopterus_M1,17,Rubble,Turf,Turf,5
1674,2013-06-19,Molasses ,Tom Adam,11:12:00,Scarus taeniopterus,24,1,Sc_taeniopterus_M1,18,Boulder,Turf,Turf,10
1675,2013-06-19,Molasses ,Tom Adam,11:12:00,Scarus taeniopterus,24,1,Sc_taeniopterus_M1,18,Boulder,Turf,Turf,7
1676,2013-06-19,Molasses ,Tom Adam,11:12:00,Scarus taeniopterus,24,1,Sc_taeniopterus_M1,18,Boulder,Turf,Turf,23
1677,2013-06-19,Molasses ,Tom Adam,11:12:00,Scarus taeniopterus,24,1,Sc_taeniopterus_M1,18,Rubble,Turf,Turf,1
1678,2013-06-19,Molasses ,Tom Adam,11:12:00,Scarus taeniopterus,24,1,Sc_taeniopterus_M1,18,Rubble,Turf,Turf,1
1679,2013-06-19,Molasses ,Tom Adam,11:12:00,Scarus taeniopterus,24,1,Sc_taeniopterus_M1,19,Boulder,Turf,Turf,6
1680,2013-06-19,Molasses ,Tom Adam,11:12:00,Scarus taeniopterus,24,1,Sc_taeniopterus_M1,19,Rubble,Turf,Turf,3
1681,2013-06-19,Molasses ,Tom Adam,11:12:00,Scarus taeniopterus,24,1,Sc_taeniopterus_M1,19,Rubble,Turf,Turf,9
1682,2013-06-19,Molasses ,Tom Adam,11:12:00,Scarus taeniopterus,24,1,Sc_taeniopterus_M1,20,Boulder,Turf,Turf,2
1683,2013-06-19,Molasses ,Tom Adam,11:12:00,Scarus taeniopterus,24,1,Sc_taeniopterus_M1,20,Boulder,Turf,Turf,17
1684,2013-06-19,Molasses ,Tom Adam,11:12:00,Scarus taeniopterus,24,1,Sc_taeniopterus_M1,20,Rubble,Turf,Turf,5
1685,2013-06-19,Molasses ,Tom Adam,11:12:00,Scarus taeniopterus,24,1,Sc_taeniopterus_M1,20,Rubble,Turf,Turf,1
2160,2013-06-19,Molasses ,Tom Adam,15:47:00,Scarus taeniopterus,28,3,Sc_taeniopterus_M2,1,Rubble,Turf,Turf,14
2161,2013-06-19,Molasses ,Tom Adam,15:47:00,Scarus taeniopterus,28,3,Sc_taeniopterus_M2,1,Rubble,Turf,Turf,3
2162,2013-06-19,Molasses ,Tom Adam,15:47:00,Scarus taeniopterus,28,3,Sc_taeniopterus_M2,1,Rubble,Turf,Turf,3
2163,2013-06-19,Molasses ,Tom Adam,15:47:00,Scarus taeniopterus,28,3,Sc_taeniopterus_M2,1,Rubble,Turf,Turf,7
2164,2013-06-19,Molasses ,Tom Adam,15:47:00,Scarus taeniopterus,28,3,Sc_taeniopterus_M2,1,Rubble,Turf,Turf,6
2165,2013-06-19,Molasses ,Tom Adam,15:47:00,Scarus taeniopterus,28,3,Sc_taeniopterus_M2,1,Rubble,Turf,Turf,9
2166,2013-06-19,Molasses ,Tom Adam,15:47:00,Scarus taeniopterus,28,3,Sc_taeniopterus_M2,2,Rubble,Turf,Turf,5
2167,2013-06-19,Molasses ,Tom Adam,15:47:00,Scarus taeniopterus,28,3,Sc_taeniopterus_M2,2,Rubble,Turf,Turf,3
2168,2013-06-19,Molasses ,Tom Adam,15:47:00,Scarus taeniopterus,28,3,Sc_taeniopterus_M2,3,Boulder,Turf,Turf,13
2169,2013-06-19,Molasses ,Tom Adam,15:47:00,Scarus taeniopterus,28,3,Sc_taeniopterus_M2,3,Boulder,Turf,Turf,8
2170,2013-06-19,Molasses ,Tom Adam,15:47:00,Scarus taeniopterus,28,3,Sc_taeniopterus_M2,3,Rubble,Turf,Turf,6
2171,2013-06-19,Molasses ,Tom Adam,15:47:00,Scarus taeniopterus,28,3,Sc_taeniopterus_M2,4,Boulder,Turf,Turf,13
2172,2013-06-19,Molasses ,Tom Adam,15:47:00,Scarus taeniopterus,28,3,Sc_taeniopterus_M2,4,Boulder,Turf,Turf,4
2173,2013-06-19,Molasses ,Tom Adam,15:47:00,Scarus taeniopterus,28,3,Sc_taeniopterus_M2,4,Rubble,Turf,Turf,3
2174,2013-06-19,Molasses ,Tom Adam,15:47:00,Scarus taeniopterus,28,3,Sc_taeniopterus_M2,4,Rubble,Turf,Turf,4
2175,2013-06-19,Molasses ,Tom Adam,15:47:00,Scarus taeniopterus,28,3,Sc_taeniopterus_M2,4,Rubble,Turf,Turf,4
2176,2013-06-19,Molasses ,Tom Adam,15:47:00,Scarus taeniopterus,28,3,Sc_taeniopterus_M2,4,Rubble,Turf,Turf,6
2177,2013-06-19,Molasses ,Tom Adam,15:47:00,Scarus taeniopterus,28,3,Sc_taeniopterus_M2,5,Boulder,Turf,Turf,2
2178,2013-06-19,Molasses ,Tom Adam,15:47:00,Scarus taeniopterus,28,3,Sc_taeniopterus_M2,5,Boulder,Turf,Turf,7
2179,2013-06-19,Molasses ,Tom Adam,15:47:00,Scarus taeniopterus,28,3,Sc_taeniopterus_M2,5,Rubble,Turf,Turf,4
2180,2013-06-19,Molasses ,Tom Adam,15:47:00,Scarus taeniopterus,28,3,Sc_taeniopterus_M2,5,Rubble,Turf,Turf,5
2181,2013-06-19,Molasses ,Tom Adam,15:47:00,Scarus taeniopterus,28,3,Sc_taeniopterus_M2,5,Rubble,Turf,Turf,1
2182,2013-06-19,Molasses ,Tom Adam,15:47:00,Scarus taeniopterus,28,3,Sc_taeniopterus_M2,5,Rubble,Turf,Turf,19
2183,2013-06-19,Molasses ,Tom Adam,15:47:00,Scarus taeniopterus,28,3,Sc_taeniopterus_M2,6,Boulder,Turf,Turf,8
2184,2013-06-19,Molasses ,Tom Adam,15:47:00,Scarus taeniopterus,28,3,Sc_taeniopterus_M2,6,Boulder,Turf,Turf,3
2185,2013-06-19,Molasses ,Tom Adam,15:47:00,Scarus taeniopterus,28,3,Sc_taeniopterus_M2,6,Rubble,Turf,Turf,15
2186,2013-06-19,Molasses ,Tom Adam,15:47:00,Scarus taeniopterus,28,3,Sc_taeniopterus_M2,7,Boulder,Turf,Turf,12
2187,2013-06-19,Molasses ,Tom Adam,15:47:00,Scarus taeniopterus,28,3,Sc_taeniopterus_M2,7,Boulder,Turf,Turf,3
2188,2013-06-19,Molasses ,Tom Adam,15:47:00,Scarus taeniopterus,28,3,Sc_taeniopterus_M2,7,Boulder,Turf,Turf,3
2189,2013-06-19,Molasses ,Tom Adam,15:47:00,Scarus taeniopterus,28,3,Sc_taeniopterus_M2,7,Rubble,Turf,Turf,3
2190,2013-06-19,Molasses ,Tom Adam,15:47:00,Scarus taeniopterus,28,3,Sc_taeniopterus_M2,8,Boulder,Turf,Turf,6
2191,2013-06-19,Molasses ,Tom Adam,15:47:00,Scarus taeniopterus,28,3,Sc_taeniopterus_M2,8,Boulder,Turf,Turf,2
2192,2013-06-19,Molasses ,Tom Adam,15:47:00,Scarus taeniopterus,28,3,Sc_taeniopterus_M2,8,Boulder,Turf,Turf,1
2193,2013-06-19,Molasses ,Tom Adam,15:47:00,Scarus taeniopterus,28,3,Sc_taeniopterus_M2,8,Boulder,Turf,Turf,1
2194,2013-06-19,Molasses ,Tom Adam,15:47:00,Scarus taeniopterus,28,3,Sc_taeniopterus_M2,8,Boulder,Turf,Turf,4
2195,2013-06-19,Molasses ,Tom Adam,15:47:00,Scarus taeniopterus,28,3,Sc_taeniopterus_M2,8,Boulder,Turf,Turf,6
2196,2013-06-19,Molasses ,Tom Adam,15:47:00,Scarus taeniopterus,28,3,Sc_taeniopterus_M2,8,Boulder,Turf,Turf,7
2197,2013-06-19,Molasses ,Tom Adam,15:47:00,Scarus taeniopterus,28,3,Sc_taeniopterus_M2,8,Unknown,Dictyota_spp.,Brown_macroalgae,2
2198,2013-06-19,Molasses ,Tom Adam,15:47:00,Scarus taeniopterus,28,3,Sc_taeniopterus_M2,9,Boulder,Turf,Turf,4
2199,2013-06-19,Molasses ,Tom Adam,15:47:00,Scarus taeniopterus,28,3,Sc_taeniopterus_M2,9,Rubble,Turf,Turf,16
2200,2013-06-19,Molasses ,Tom Adam,15:47:00,Scarus taeniopterus,28,3,Sc_taeniopterus_M2,10,Boulder,Turf,Turf,1
2201,2013-06-19,Molasses ,Tom Adam,15:47:00,Scarus taeniopterus,28,3,Sc_taeniopterus_M2,10,Boulder,Turf,Turf,7
2202,2013-06-19,Molasses ,Tom Adam,15:47:00,Scarus taeniopterus,28,3,Sc_taeniopterus_M2,10,Rubble,Turf,Turf,25
2203,2013-06-19,Molasses ,Tom Adam,15:47:00,Scarus taeniopterus,28,3,Sc_taeniopterus_M2,10,Rubble,Turf,Turf,1
2204,2013-06-19,Molasses ,Tom Adam,15:47:00,Scarus taeniopterus,28,3,Sc_taeniopterus_M2,10,Rubble,Turf,Turf,5
2205,2013-06-19,Molasses ,Tom Adam,15:47:00,Scarus taeniopterus,28,3,Sc_taeniopterus_M2,10,Rubble,Turf,Turf,4
2206,2013-06-19,Molasses ,Tom Adam,15:47:00,Scarus taeniopterus,28,3,Sc_taeniopterus_M2,11,Boulder,Turf,Turf,12
2207,2013-06-19,Molasses ,Tom Adam,15:47:00,Scarus taeniopterus,28,3,Sc_taeniopterus_M2,11,Rubble,Turf,Turf,6
2208,2013-06-19,Molasses ,Tom Adam,15:47:00,Scarus taeniopterus,28,3,Sc_taeniopterus_M2,11,Rubble,Turf,Turf,4
2209,2013-06-19,Molasses ,Tom Adam,15:47:00,Scarus taeniopterus,28,3,Sc_taeniopterus_M2,11,Unknown,Dictyota_spp.,Brown_macroalgae,1
2210,2013-06-19,Molasses ,Tom Adam,15:47:00,Scarus taeniopterus,28,3,Sc_taeniopterus_M2,12,Boulder,Turf,Turf,9
2211,2013-06-19,Molasses ,Tom Adam,15:47:00,Scarus taeniopterus,28,3,Sc_taeniopterus_M2,12,Boulder,Turf,Turf,12
2212,2013-06-19,Molasses ,Tom Adam,15:47:00,Scarus taeniopterus,28,3,Sc_taeniopterus_M2,12,Boulder,Turf,Turf,10
2213,2013-06-19,Molasses ,Tom Adam,15:47:00,Scarus taeniopterus,28,3,Sc_taeniopterus_M2,12,Rubble,Turf,Turf,3
2214,2013-06-19,Molasses ,Tom Adam,15:47:00,Scarus taeniopterus,28,3,Sc_taeniopterus_M2,13,Boulder,Turf,Turf,5
2215,2013-06-19,Molasses ,Tom Adam,15:47:00,Scarus taeniopterus,28,3,Sc_taeniopterus_M2,13,Rubble,Turf,Turf,9
2216,2013-06-19,Molasses ,Tom Adam,15:47:00,Scarus taeniopterus,28,3,Sc_taeniopterus_M2,13,Rubble,Turf,Turf,2
2217,2013-06-19,Molasses ,Tom Adam,15:47:00,Scarus taeniopterus,28,3,Sc_taeniopterus_M2,13,Rubble,Turf,Turf,2
2218,2013-06-19,Molasses ,Tom Adam,15:47:00,Scarus taeniopterus,28,3,Sc_taeniopterus_M2,13,Rubble,Turf,Turf,4
2219,2013-06-19,Molasses ,Tom Adam,15:47:00,Scarus taeniopterus,28,3,Sc_taeniopterus_M2,14,Boulder,Turf,Turf,12
2220,2013-06-19,Molasses ,Tom Adam,15:47:00,Scarus taeniopterus,28,3,Sc_taeniopterus_M2,14,Rubble,Turf,Turf,7
2221,2013-06-19,Molasses ,Tom Adam,15:47:00,Scarus taeniopterus,28,3,Sc_taeniopterus_M2,15,Boulder,Turf,Turf,11
2222,2013-06-19,Molasses ,Tom Adam,15:47:00,Scarus taeniopterus,28,3,Sc_taeniopterus_M2,15,Boulder,Turf,Turf,10
2223,2013-06-19,Molasses ,Tom Adam,15:47:00,Scarus taeniopterus,28,3,Sc_taeniopterus_M2,15,Rubble,Turf,Turf,8
2224,2013-06-19,Molasses ,Tom Adam,15:47:00,Scarus taeniopterus,28,3,Sc_taeniopterus_M2,15,Rubble,Turf,Turf,5
2225,2013-06-19,Molasses ,Tom Adam,15:47:00,Scarus taeniopterus,28,3,Sc_taeniopterus_M2,15,Rubble,Turf,Turf,2
2226,2013-06-19,Molasses ,Tom Adam,15:47:00,Scarus taeniopterus,28,3,Sc_taeniopterus_M2,16,Boulder,Turf,Turf,9
2227,2013-06-19,Molasses ,Tom Adam,15:47:00,Scarus taeniopterus,28,3,Sc_taeniopterus_M2,16,Boulder,Turf,Turf,6
2228,2013-06-19,Molasses ,Tom Adam,15:47:00,Scarus taeniopterus,28,3,Sc_taeniopterus_M2,16,Boulder,Turf,Turf,3
2229,2013-06-19,Molasses ,Tom Adam,15:47:00,Scarus taeniopterus,28,3,Sc_taeniopterus_M2,16,Boulder,Turf,Turf,9
2230,2013-06-19,Molasses ,Tom Adam,15:47:00,Scarus taeniopterus,28,3,Sc_taeniopterus_M2,16,Rubble,Turf,Turf,2
2231,2013-06-19,Molasses ,Tom Adam,15:47:00,Scarus taeniopterus,28,3,Sc_taeniopterus_M2,17,Boulder,Turf,Turf,8
2232,2013-06-19,Molasses ,Tom Adam,15:47:00,Scarus taeniopterus,28,3,Sc_taeniopterus_M2,17,Boulder,Turf,Turf,7
2233,2013-06-19,Molasses ,Tom Adam,15:47:00,Scarus taeniopterus,28,3,Sc_taeniopterus_M2,17,Boulder,Turf,Turf,1
2234,2013-06-19,Molasses ,Tom Adam,15:47:00,Scarus taeniopterus,28,3,Sc_taeniopterus_M2,17,Rubble,Turf,Turf,4
2235,2013-06-19,Molasses ,Tom Adam,15:47:00,Scarus taeniopterus,28,3,Sc_taeniopterus_M2,17,Rubble,Turf,Turf,5
2236,2013-06-19,Molasses ,Tom Adam,15:47:00,Scarus taeniopterus,28,3,Sc_taeniopterus_M2,17,Rubble,Turf,Turf,18
2237,2013-06-19,Molasses ,Tom Adam,15:47:00,Scarus taeniopterus,28,3,Sc_taeniopterus_M2,17,Unknown,Dictyota_spp.,Brown_macroalgae,1
2238,2013-06-19,Molasses ,Tom Adam,15:47:00,Scarus taeniopterus,28,3,Sc_taeniopterus_M2,18,Boulder,Turf,Turf,9
2239,2013-06-19,Molasses ,Tom Adam,15:47:00,Scarus taeniopterus,28,3,Sc_taeniopterus_M2,18,Rubble,Turf,Turf,2
2240,2013-06-19,Molasses ,Tom Adam,15:47:00,Scarus taeniopterus,28,3,Sc_taeniopterus_M2,18,Rubble,Turf,Turf,5
2241,2013-06-19,Molasses ,Tom Adam,15:47:00,Scarus taeniopterus,28,3,Sc_taeniopterus_M2,18,Rubble,Turf,Turf,3
2242,2013-06-19,Molasses ,Tom Adam,15:47:00,Scarus taeniopterus,28,3,Sc_taeniopterus_M2,18,Rubble,Turf,Turf,4
2243,2013-06-19,Molasses ,Tom Adam,15:47:00,Scarus taeniopterus,28,3,Sc_taeniopterus_M2,19,Boulder,Turf,Turf,6
2244,2013-06-19,Molasses ,Tom Adam,15:47:00,Scarus taeniopterus,28,3,Sc_taeniopterus_M2,19,Rubble,Turf,Turf,14
2245,2013-06-19,Molasses ,Tom Adam,15:47:00,Scarus taeniopterus,28,3,Sc_taeniopterus_M2,19,Rubble,Turf,Turf,13
2246,2013-06-19,Molasses ,Tom Adam,15:47:00,Scarus taeniopterus,28,3,Sc_taeniopterus_M2,19,Unknown,Dictyota_spp.,Brown_macroalgae,1
2247,2013-06-19,Molasses ,Tom Adam,15:47:00,Scarus taeniopterus,28,3,Sc_taeniopterus_M2,20,Boulder,Turf,Turf,11
2248,2013-06-19,Molasses ,Tom Adam,15:47:00,Scarus taeniopterus,28,3,Sc_taeniopterus_M2,20,Boulder,Turf,Turf,2
2249,2013-06-19,Molasses ,Tom Adam,15:47:00,Scarus taeniopterus,28,3,Sc_taeniopterus_M2,20,Boulder,Turf,Turf,6
3290,2013-06-21,Molasses ,Tom Adam,12:41:00,Scarus taeniopterus,23,1,Sc_taeniopterus_M3,1,Boulder,Turf,Turf,21
3291,2013-06-21,Molasses ,Tom Adam,12:41:00,Scarus taeniopterus,23,1,Sc_taeniopterus_M3,1,Rubble,Turf,Turf,10
3292,2013-06-21,Molasses ,Tom Adam,12:41:00,Scarus taeniopterus,23,1,Sc_taeniopterus_M3,1,Rubble,Turf,Turf,2
3293,2013-06-21,Molasses ,Tom Adam,12:41:00,Scarus taeniopterus,23,1,Sc_taeniopterus_M3,1,Rubble,Turf,Turf,10
3294,2013-06-21,Molasses ,Tom Adam,12:41:00,Scarus taeniopterus,23,1,Sc_taeniopterus_M3,2,Boulder,Turf,Turf,14
3295,2013-06-21,Molasses ,Tom Adam,12:41:00,Scarus taeniopterus,23,1,Sc_taeniopterus_M3,3,Boulder,Turf,Turf,15
3296,2013-06-21,Molasses ,Tom Adam,12:41:00,Scarus taeniopterus,23,1,Sc_taeniopterus_M3,3,Boulder,Turf,Turf,3
3297,2013-06-21,Molasses ,Tom Adam,12:41:00,Scarus taeniopterus,23,1,Sc_taeniopterus_M3,3,Boulder,Turf,Turf,4
3298,2013-06-21,Molasses ,Tom Adam,12:41:00,Scarus taeniopterus,23,1,Sc_taeniopterus_M3,3,Rubble,Turf,Turf,6
3299,2013-06-21,Molasses ,Tom Adam,12:41:00,Scarus taeniopterus,23,1,Sc_taeniopterus_M3,3,Rubble,Turf,Turf,2
3300,2013-06-21,Molasses ,Tom Adam,12:41:00,Scarus taeniopterus,23,1,Sc_taeniopterus_M3,3,Rubble,Turf,Turf,1
3301,2013-06-21,Molasses ,Tom Adam,12:41:00,Scarus taeniopterus,23,1,Sc_taeniopterus_M3,3,Dead_gorgonian,Turf,Turf,1
3302,2013-06-21,Molasses ,Tom Adam,12:41:00,Scarus taeniopterus,23,1,Sc_taeniopterus_M3,4,Boulder,CCA,CCA,18
3303,2013-06-21,Molasses ,Tom Adam,12:41:00,Scarus taeniopterus,23,1,Sc_taeniopterus_M3,4,Rubble,Turf,Turf,20
3304,2013-06-21,Molasses ,Tom Adam,12:41:00,Scarus taeniopterus,23,1,Sc_taeniopterus_M3,4,Dead_gorgonian,Turf,Turf,1
3305,2013-06-21,Molasses ,Tom Adam,12:41:00,Scarus taeniopterus,23,1,Sc_taeniopterus_M3,4,Dead_gorgonian,Turf,Turf,3
3306,2013-06-21,Molasses ,Tom Adam,12:41:00,Scarus taeniopterus,23,1,Sc_taeniopterus_M3,5,Rubble,Turf,Turf,7
3307,2013-06-21,Molasses ,Tom Adam,12:41:00,Scarus taeniopterus,23,1,Sc_taeniopterus_M3,5,Rubble,Turf,Turf,1
3308,2013-06-21,Molasses ,Tom Adam,12:41:00,Scarus taeniopterus,23,1,Sc_taeniopterus_M3,5,Rubble,Turf,Turf,19
3309,2013-06-21,Molasses ,Tom Adam,12:41:00,Scarus taeniopterus,23,1,Sc_taeniopterus_M3,5,Rubble,Turf,Turf,9
3310,2013-06-21,Molasses ,Tom Adam,12:41:00,Scarus taeniopterus,23,1,Sc_taeniopterus_M3,5,Rubble,Turf,Turf,9
3311,2013-06-21,Molasses ,Tom Adam,12:41:00,Scarus taeniopterus,23,1,Sc_taeniopterus_M3,6,Pavement,Turf,Turf,6
3312,2013-06-21,Molasses ,Tom Adam,12:41:00,Scarus taeniopterus,23,1,Sc_taeniopterus_M3,6,Dead_coral,Turf,Turf,10
3313,2013-06-21,Molasses ,Tom Adam,12:41:00,Scarus taeniopterus,23,1,Sc_taeniopterus_M3,6,Dead_coral,Turf,Turf,2
3314,2013-06-21,Molasses ,Tom Adam,12:41:00,Scarus taeniopterus,23,1,Sc_taeniopterus_M3,6,Dead_coral,CCA,CCA,7
3315,2013-06-21,Molasses ,Tom Adam,12:41:00,Scarus taeniopterus,23,1,Sc_taeniopterus_M3,6,Unknown,Dictyota_spp.,Brown_macroalgae,2
3316,2013-06-21,Molasses ,Tom Adam,12:41:00,Scarus taeniopterus,23,1,Sc_taeniopterus_M3,7,Boulder,Turf,Turf,5
3317,2013-06-21,Molasses ,Tom Adam,12:41:00,Scarus taeniopterus,23,1,Sc_taeniopterus_M3,7,Rubble,Turf,Turf,8
3318,2013-06-21,Molasses ,Tom Adam,12:41:00,Scarus taeniopterus,23,1,Sc_taeniopterus_M3,7,Rubble,Turf,Turf,1
3319,2013-06-21,Molasses ,Tom Adam,12:41:00,Scarus taeniopterus,23,1,Sc_taeniopterus_M3,7,Rubble,Turf,Turf,8
3320,2013-06-21,Molasses ,Tom Adam,12:41:00,Scarus taeniopterus,23,1,Sc_taeniopterus_M3,8,Dead_coral,Turf,Turf,7
3321,2013-06-21,Molasses ,Tom Adam,12:41:00,Scarus taeniopterus,23,1,Sc_taeniopterus_M3,8,Boulder,Turf,Turf,15
3322,2013-06-21,Molasses ,Tom Adam,12:41:00,Scarus taeniopterus,23,1,Sc_taeniopterus_M3,8,Boulder,CCA,CCA,2
3323,2013-06-21,Molasses ,Tom Adam,12:41:00,Scarus taeniopterus,23,1,Sc_taeniopterus_M3,8,Rubble,Turf,Turf,2
3324,2013-06-21,Molasses ,Tom Adam,12:41:00,Scarus taeniopterus,23,1,Sc_taeniopterus_M3,8,Unknown,Dictyota_spp.,Brown_macroalgae,2
3325,2013-06-21,Molasses ,Tom Adam,12:41:00,Scarus taeniopterus,23,1,Sc_taeniopterus_M3,8,Unknown,Dictyota_spp.,Brown_macroalgae,4
3326,2013-06-21,Molasses ,Tom Adam,12:41:00,Scarus taeniopterus,23,1,Sc_taeniopterus_M3,9,Boulder,Turf,Turf,17
3327,2013-06-21,Molasses ,Tom Adam,12:41:00,Scarus taeniopterus,23,1,Sc_taeniopterus_M3,9,Rubble,Turf,Turf,4
3328,2013-06-21,Molasses ,Tom Adam,12:41:00,Scarus taeniopterus,23,1,Sc_taeniopterus_M3,9,Coral,Siderastrea_siderea,Coral,5
3329,2013-06-21,Molasses ,Tom Adam,12:41:00,Scarus taeniopterus,23,1,Sc_taeniopterus_M3,9,Unknown,Dictyota_spp.,Brown_macroalgae,1
3330,2013-06-21,Molasses ,Tom Adam,12:41:00,Scarus taeniopterus,23,1,Sc_taeniopterus_M3,10,Boulder,Turf,Turf,13
3331,2013-06-21,Molasses ,Tom Adam,12:41:00,Scarus taeniopterus,23,1,Sc_taeniopterus_M3,10,Boulder,Turf,Turf,7
3332,2013-06-21,Molasses ,Tom Adam,12:41:00,Scarus taeniopterus,23,1,Sc_taeniopterus_M3,10,Rubble,Turf,Turf,9
3333,2013-06-21,Molasses ,Tom Adam,12:41:00,Scarus taeniopterus,23,1,Sc_taeniopterus_M3,10,Rubble,Turf,Turf,6
3334,2013-06-21,Molasses ,Tom Adam,12:41:00,Scarus taeniopterus,23,1,Sc_taeniopterus_M3,11,Pavement,Turf,Turf,9
3335,2013-06-21,Molasses ,Tom Adam,12:41:00,Scarus taeniopterus,23,1,Sc_taeniopterus_M3,11,Boulder,Turf,Turf,3
3336,2013-06-21,Molasses ,Tom Adam,12:41:00,Scarus taeniopterus,23,1,Sc_taeniopterus_M3,11,Boulder,Turf,Turf,7
3337,2013-06-21,Molasses ,Tom Adam,12:41:00,Scarus taeniopterus,23,1,Sc_taeniopterus_M3,11,Boulder,Turf,Turf,2
3338,2013-06-21,Molasses ,Tom Adam,12:41:00,Scarus taeniopterus,23,1,Sc_taeniopterus_M3,11,Boulder,Turf,Turf,3
3339,2013-06-21,Molasses ,Tom Adam,12:41:00,Scarus taeniopterus,23,1,Sc_taeniopterus_M3,11,Boulder,CCA,CCA,4
3340,2013-06-21,Molasses ,Tom Adam,12:41:00,Scarus taeniopterus,23,1,Sc_taeniopterus_M3,12,Dead_coral,Turf,Turf,2
3341,2013-06-21,Molasses ,Tom Adam,12:41:00,Scarus taeniopterus,23,1,Sc_taeniopterus_M3,12,Rubble,Turf,Turf,5
3342,2013-06-21,Molasses ,Tom Adam,12:41:00,Scarus taeniopterus,23,1,Sc_taeniopterus_M3,12,Rubble,Turf,Turf,16
3343,2013-06-21,Molasses ,Tom Adam,12:41:00,Scarus taeniopterus,23,1,Sc_taeniopterus_M3,12,Rubble,Turf,Turf,8
3344,2013-06-21,Molasses ,Tom Adam,12:41:00,Scarus taeniopterus,23,1,Sc_taeniopterus_M3,12,Unknown,Orange_sponge,Sponge,3
